id,message_mode,user_id,read_status,added_date
20737,1,19801,0,4/01/2017 4:04
20742,2,19699,0,4/01/2017 4:30
20749,1,19808,0,4/01/2017 5:18
20750,1,19809,1,4/01/2017 5:19
20752,2,19543,0,4/01/2017 5:30
20770,1,19820,1,4/01/2017 8:50
20778,3,19775,1,4/01/2017 11:45
20779,2,19552,1,4/01/2017 11:45
20781,5,19680,0,4/01/2017 12:00
20796,2,19561,0,4/01/2017 16:45
20802,2,19564,0,4/01/2017 17:45
20806,2,19568,0,4/01/2017 17:45
20816,2,19707,0,4/01/2017 20:30
20828,1,19835,0,4/01/2017 22:54
20831,1,19836,0,4/01/2017 23:01
20836,2,19714,0,4/01/2017 23:45
20840,2,19578,0,5/01/2017 0:15
20841,1,19840,0,5/01/2017 0:26
20846,1,19844,0,5/01/2017 0:44
20848,2,19716,0,5/01/2017 1:00
20850,1,19845,0,5/01/2017 1:20
20857,5,19844,0,5/01/2017 2:00
20861,5,19845,0,5/01/2017 2:45
20862,1,19852,0,5/01/2017 3:03
20864,2,19582,0,5/01/2017 3:30
20865,2,19719,0,5/01/2017 3:30
20869,1,19856,1,5/01/2017 3:49
20872,2,19721,1,5/01/2017 4:15
20879,1,19860,0,5/01/2017 5:00
20880,1,19861,0,5/01/2017 5:04
20886,2,19586,0,5/01/2017 6:15
20891,1,19866,0,5/01/2017 6:42
20897,1,19869,0,5/01/2017 7:29
20900,1,19872,1,5/01/2017 8:04
20904,2,19590,1,5/01/2017 8:45
20905,1,19875,0,5/01/2017 8:45
20913,1,19878,1,5/01/2017 9:49
20915,3,19775,1,5/01/2017 10:45
20916,2,19732,0,5/01/2017 10:45
20924,2,19738,1,5/01/2017 13:00
20925,2,19594,1,5/01/2017 13:15
20928,2,19740,0,5/01/2017 14:15
20929,2,19596,0,5/01/2017 14:45
20934,2,19742,0,5/01/2017 15:45
20942,2,19600,0,5/01/2017 18:00
20944,1,19886,0,5/01/2017 18:24
20946,2,19601,0,5/01/2017 19:00
20959,2,19750,0,5/01/2017 21:00
20961,1,19889,0,5/01/2017 21:27
20968,1,19892,0,5/01/2017 21:52
20969,2,19608,0,5/01/2017 22:15
20971,2,19610,0,5/01/2017 22:30
20973,2,19754,0,5/01/2017 22:30
20979,1,19896,0,5/01/2017 22:44
20980,2,19612,0,5/01/2017 22:45
20988,2,19758,0,5/01/2017 23:45
21016,1,19912,0,6/01/2017 2:48
21030,1,19917,0,6/01/2017 4:23
21031,2,19627,0,6/01/2017 4:45
21039,2,19769,0,6/01/2017 5:45
21044,2,19633,0,6/01/2017 6:15
21050,2,19636,0,6/01/2017 6:45
21051,2,19637,0,6/01/2017 7:00
21056,1,19925,0,6/01/2017 7:56
21066,1,19931,0,6/01/2017 9:06
21067,2,19641,0,6/01/2017 9:30
21080,5,19896,0,6/01/2017 14:15
21081,1,19937,1,6/01/2017 14:20
21085,1,19939,0,6/01/2017 15:27
21088,2,19776,0,6/01/2017 16:45
21089,5,19594,0,6/01/2017 16:45
21099,2,19780,0,6/01/2017 19:00
21100,2,19650,0,6/01/2017 19:30
21103,2,19653,0,6/01/2017 20:15
21113,1,19948,0,6/01/2017 21:25
21116,2,19656,0,6/01/2017 21:45
21126,2,19661,0,6/01/2017 22:45
21127,1,19952,0,6/01/2017 22:48
21131,2,19662,0,6/01/2017 23:45
21132,2,19663,0,6/01/2017 23:45
21135,2,19664,0,7/01/2017 0:00
21142,1,19956,1,7/01/2017 0:58
21143,2,19666,0,7/01/2017 1:15
21147,5,19721,0,7/01/2017 1:30
21158,2,19795,0,7/01/2017 3:00
21162,1,19962,0,7/01/2017 3:35
21164,2,19797,0,7/01/2017 3:45
21165,2,19798,0,7/01/2017 3:45
21170,3,19956,1,7/01/2017 4:00
21172,2,19801,0,7/01/2017 4:15
21182,1,19968,0,7/01/2017 4:57
21184,3,19956,0,7/01/2017 5:15
21185,4,19861,0,7/01/2017 5:15
21188,2,19808,0,7/01/2017 5:30
21189,2,19809,0,7/01/2017 5:30
21192,2,19673,0,7/01/2017 6:15
21195,2,19674,0,7/01/2017 6:45
21197,2,19675,0,7/01/2017 7:15
21209,2,19679,0,7/01/2017 8:30
21210,2,19820,0,7/01/2017 9:00
21211,1,19972,1,7/01/2017 9:17
21212,2,19680,0,7/01/2017 9:45
21215,1,19974,0,7/01/2017 10:15
21219,1,19975,0,7/01/2017 12:16
21221,1,19977,0,7/01/2017 12:28
21225,2,19685,0,7/01/2017 12:45
21232,1,19979,1,7/01/2017 15:15
21234,1,19981,0,7/01/2017 15:48
21236,1,19982,0,7/01/2017 16:11
21241,1,19985,1,7/01/2017 17:57
21243,1,19987,0,7/01/2017 18:32
21246,1,19989,0,7/01/2017 18:59
21250,2,19688,0,7/01/2017 20:00
21258,1,19993,0,7/01/2017 22:21
21265,5,19974,0,7/01/2017 22:45
21266,2,19835,0,7/01/2017 23:00
21267,1,20000,1,7/01/2017 23:03
21269,2,19691,0,7/01/2017 23:15
21270,2,19836,0,7/01/2017 23:15
21280,1,20003,1,8/01/2017 0:02
21281,2,19840,0,8/01/2017 0:30
21287,2,19844,0,8/01/2017 0:45
21288,1,20006,1,8/01/2017 1:13
21290,2,19845,0,8/01/2017 1:30
21291,1,20007,0,8/01/2017 1:33
21299,1,20010,0,8/01/2017 2:08
21306,2,19697,0,8/01/2017 2:45
21309,1,20014,1,8/01/2017 2:59
21311,1,20016,1,8/01/2017 3:13
21313,2,19852,0,8/01/2017 3:15
21314,5,20010,0,8/01/2017 3:15
21317,1,20019,0,8/01/2017 3:37
21322,2,19856,0,8/01/2017 4:00
21324,1,20021,0,8/01/2017 4:09
21326,2,19699,0,8/01/2017 4:30
21329,2,19860,0,8/01/2017 5:15
21330,2,19861,0,8/01/2017 5:15
21331,1,20022,0,8/01/2017 5:26
21336,2,19866,0,8/01/2017 6:45
21341,2,19869,0,8/01/2017 7:30
21345,2,19872,1,8/01/2017 8:15
21348,1,20026,1,8/01/2017 8:39
21351,2,19875,0,8/01/2017 9:00
21354,2,19878,1,8/01/2017 10:00
21355,5,20026,0,8/01/2017 10:30
21367,5,8871,1,8/01/2017 15:30
21370,5,8871,1,8/01/2017 16:45
21377,3,8871,1,8/01/2017 18:15
21378,2,19886,0,8/01/2017 18:30
21384,2,19707,0,8/01/2017 20:30
21391,2,19889,0,8/01/2017 21:30
21396,2,19892,0,8/01/2017 22:00
21402,1,20041,0,8/01/2017 22:22
21405,1,20043,1,8/01/2017 22:30
21412,2,19896,0,8/01/2017 22:45
21416,1,20046,1,8/01/2017 23:08
21420,1,20047,1,8/01/2017 23:30
21421,5,7192,0,8/01/2017 23:30
21422,2,19714,0,8/01/2017 23:45
21432,2,19716,0,9/01/2017 1:00
21442,1,20054,0,9/01/2017 2:07
21446,5,20041,0,9/01/2017 2:15
21456,2,19912,0,9/01/2017 3:00
21459,1,20061,0,9/01/2017 3:20
21461,2,19719,0,9/01/2017 3:30
21469,2,19721,0,9/01/2017 4:15
21472,2,19917,0,9/01/2017 4:30
21484,1,20070,1,9/01/2017 6:36
21487,1,20071,0,9/01/2017 7:13
21488,5,19972,0,9/01/2017 7:30
21494,1,20075,0,9/01/2017 7:56
21496,2,19925,0,9/01/2017 8:00
21502,1,20076,0,9/01/2017 8:16
21506,2,19931,0,9/01/2017 9:15
21511,1,20077,0,9/01/2017 10:39
21512,2,19732,0,9/01/2017 10:45
21517,1,20078,0,9/01/2017 12:25
21519,4,19977,0,9/01/2017 12:30
21522,1,20079,1,9/01/2017 12:50
21523,2,19738,1,9/01/2017 13:00
21525,2,19740,0,9/01/2017 14:15
21527,2,19937,0,9/01/2017 14:30
21531,2,19939,0,9/01/2017 15:30
21532,2,19742,0,9/01/2017 15:45
21536,3,8871,1,9/01/2017 17:15
21541,5,20079,1,9/01/2017 17:45
21548,5,20043,0,9/01/2017 19:00
21550,1,20085,0,9/01/2017 19:24
21551,1,20086,1,9/01/2017 19:36
21555,1,20088,1,9/01/2017 20:20
21556,1,20089,0,9/01/2017 20:20
21559,1,20090,1,9/01/2017 20:44
21560,1,20091,0,9/01/2017 20:56
21561,2,19750,0,9/01/2017 21:00
21568,2,19948,0,9/01/2017 21:30
21573,1,20094,0,9/01/2017 22:12
21576,2,19754,0,9/01/2017 22:30
21578,4,19993,0,9/01/2017 22:30
21580,2,19952,0,9/01/2017 23:00
21588,2,19758,0,9/01/2017 23:45
21592,1,20101,0,10/01/2017 0:19
21601,2,19956,0,10/01/2017 1:00
21612,1,20108,0,10/01/2017 2:21
21613,5,20043,0,10/01/2017 2:30
21617,2,19962,0,10/01/2017 3:45
21620,1,20110,0,10/01/2017 3:56
21630,1,20113,0,10/01/2017 4:45
21633,2,19968,0,10/01/2017 5:00
21637,2,19769,0,10/01/2017 5:45
21642,1,20119,0,10/01/2017 6:51
21644,5,20090,1,10/01/2017 7:15
21645,1,20121,0,10/01/2017 7:15
21646,1,20122,0,10/01/2017 7:28
21648,1,20123,1,10/01/2017 7:35
21652,1,20126,0,10/01/2017 8:08
21654,5,20054,0,10/01/2017 8:45
21657,2,19972,0,10/01/2017 9:30
21658,1,20128,0,10/01/2017 9:31
21663,2,19974,0,10/01/2017 10:30
21666,2,19975,0,10/01/2017 12:30
21668,2,19977,0,10/01/2017 12:30
21670,1,20130,0,10/01/2017 12:50
21673,2,19979,0,10/01/2017 15:30
21676,1,20133,0,10/01/2017 15:47
21678,2,19981,0,10/01/2017 16:00
21679,2,19982,0,10/01/2017 16:15
21683,2,19776,0,10/01/2017 16:45
21684,1,20136,1,10/01/2017 16:46
21686,1,20138,0,10/01/2017 16:54
21691,2,19985,0,10/01/2017 18:00
21695,2,19987,0,10/01/2017 18:45
21697,2,19780,0,10/01/2017 19:00
21698,2,19989,0,10/01/2017 19:00
21717,2,19993,0,10/01/2017 22:30
21727,5,19466,0,10/01/2017 23:00
21731,2,20000,0,10/01/2017 23:15
21735,1,20150,1,10/01/2017 23:42
21743,2,20003,0,11/01/2017 0:15
21747,1,20155,0,11/01/2017 1:03
21749,2,20006,0,11/01/2017 1:15
21751,2,20007,0,11/01/2017 1:45
21758,2,20010,0,11/01/2017 2:15
21765,2,19795,0,11/01/2017 3:00
21768,2,20014,0,11/01/2017 3:00
21769,1,20162,0,11/01/2017 3:13
21772,2,20016,0,11/01/2017 3:15
21776,2,19797,0,11/01/2017 3:45
21777,2,19798,0,11/01/2017 3:45
21778,2,20019,0,11/01/2017 3:45
21784,2,19801,0,11/01/2017 4:15
21786,2,20021,0,11/01/2017 4:15
21793,2,19808,0,11/01/2017 5:30
21794,2,19809,0,11/01/2017 5:30
21796,2,20022,0,11/01/2017 5:30
21810,1,20172,0,11/01/2017 7:29
21814,1,20173,0,11/01/2017 7:32
21824,2,20026,0,11/01/2017 8:45
21825,2,19820,0,11/01/2017 9:00
21826,1,20177,0,11/01/2017 9:02
21827,1,20178,0,11/01/2017 9:23
21845,1,20187,1,11/01/2017 16:41
21856,1,20191,0,11/01/2017 19:38
21858,1,20192,0,11/01/2017 20:13
21863,5,20090,0,11/01/2017 21:00
21867,1,20197,0,11/01/2017 21:40
21880,2,20041,0,11/01/2017 22:30
21882,2,20043,0,11/01/2017 22:45
21883,2,19835,0,11/01/2017 23:00
21887,2,19836,0,11/01/2017 23:15
21889,2,20046,0,11/01/2017 23:15
21890,1,20204,0,11/01/2017 23:40
21892,2,20047,0,11/01/2017 23:45
21901,1,20209,1,12/01/2017 0:22
21904,2,19840,0,12/01/2017 0:30
21906,1,20213,0,12/01/2017 0:39
21910,2,19844,0,12/01/2017 0:45
21916,1,20216,0,12/01/2017 1:24
21917,2,19845,0,12/01/2017 1:30
21918,1,20217,0,12/01/2017 1:32
21924,5,20209,0,12/01/2017 1:45
21930,2,20054,0,12/01/2017 2:15
21946,2,19852,0,12/01/2017 3:15
21951,2,20061,0,12/01/2017 3:30
21955,1,20230,1,12/01/2017 3:31
21963,2,19856,0,12/01/2017 4:00
21966,1,20234,1,12/01/2017 4:04
21972,1,20239,1,12/01/2017 4:31
21976,3,20230,1,12/01/2017 4:45
21982,2,19860,0,12/01/2017 5:00
21986,2,19860,0,12/01/2017 5:15
21987,2,19861,0,12/01/2017 5:15
21989,4,19861,0,12/01/2017 5:15
22001,2,19866,0,12/01/2017 6:45
22002,2,20070,0,12/01/2017 6:45
22005,3,20239,0,12/01/2017 7:00
22007,2,20071,0,12/01/2017 7:15
22008,1,20249,1,12/01/2017 7:16
22009,2,19869,0,12/01/2017 7:30
22010,1,20250,1,12/01/2017 7:40
22016,2,20075,0,12/01/2017 8:00
22017,1,20251,0,12/01/2017 8:02
22018,2,19872,1,12/01/2017 8:15
22019,4,20126,0,12/01/2017 8:15
22020,1,20252,1,12/01/2017 8:25
22022,2,20076,0,12/01/2017 8:30
22025,2,19875,0,12/01/2017 9:00
22028,1,20255,0,12/01/2017 9:15
22030,1,20256,0,12/01/2017 9:30
22033,2,19878,1,12/01/2017 10:00
22036,2,20077,0,12/01/2017 10:45
22041,2,20078,0,12/01/2017 12:30
22044,2,20079,0,12/01/2017 13:00
22065,2,19886,0,12/01/2017 18:30
22069,2,20085,0,12/01/2017 19:30
22070,5,20191,0,12/01/2017 19:30
22071,2,20086,0,12/01/2017 19:45
22074,2,20088,0,12/01/2017 20:30
22075,2,20089,0,12/01/2017 20:30
22076,2,20090,0,12/01/2017 20:45
22078,2,20091,0,12/01/2017 21:00
22082,2,19889,0,12/01/2017 21:30
22084,1,20273,1,12/01/2017 21:43
22088,2,19892,0,12/01/2017 22:00
22089,1,20275,0,12/01/2017 22:04
22090,2,20094,0,12/01/2017 22:15
22091,5,1468,1,12/01/2017 22:15
22098,2,19896,0,12/01/2017 22:45
22103,5,1468,1,12/01/2017 23:15
22107,1,20280,0,12/01/2017 23:30
22115,2,20101,0,13/01/2017 0:30
22121,1,20282,1,13/01/2017 1:22
22122,1,20283,0,13/01/2017 1:25
22133,2,20108,0,13/01/2017 2:30
22138,2,19912,0,13/01/2017 3:00
22141,3,20230,1,13/01/2017 3:45
22145,2,20110,0,13/01/2017 4:00
22149,2,19917,0,13/01/2017 4:30
22151,1,20289,0,13/01/2017 4:44
22152,2,20113,0,13/01/2017 5:00
22156,1,20292,1,13/01/2017 5:38
22161,3,20239,0,13/01/2017 6:00
22169,2,20119,0,13/01/2017 7:00
22171,1,20295,0,13/01/2017 7:15
22172,5,20197,0,13/01/2017 7:15
22174,2,20121,0,13/01/2017 7:30
22175,2,20122,0,13/01/2017 7:30
22179,2,20123,0,13/01/2017 7:45
22181,2,19925,0,13/01/2017 8:00
22187,2,20126,0,13/01/2017 8:15
22191,1,20298,0,13/01/2017 9:11
22192,2,19931,0,13/01/2017 9:15
22194,1,20299,0,13/01/2017 9:35
22196,2,20128,0,13/01/2017 9:45
22203,1,20302,0,13/01/2017 12:32
22204,2,20130,0,13/01/2017 13:00
22208,1,20303,0,13/01/2017 14:19
22209,2,19937,0,13/01/2017 14:30
22211,2,19939,0,13/01/2017 15:30
22214,2,20133,0,13/01/2017 16:00
22218,2,20136,0,13/01/2017 17:00
22220,2,20138,0,13/01/2017 17:00
22227,1,20305,0,13/01/2017 18:39
22231,1,20307,1,13/01/2017 20:03
22244,5,20307,1,13/01/2017 21:15
22245,2,19948,0,13/01/2017 21:30
22253,1,20314,0,13/01/2017 22:17
22254,1,20315,0,13/01/2017 22:39
22257,2,19952,0,13/01/2017 23:00
22263,2,20150,0,13/01/2017 23:45
22264,1,20319,0,13/01/2017 23:45
22275,2,19956,0,14/01/2017 1:00
22278,2,20155,0,14/01/2017 1:15
22280,5,16084,0,14/01/2017 1:15
22289,1,20327,1,14/01/2017 2:17
22296,2,20162,0,14/01/2017 3:15
22297,1,20331,0,14/01/2017 3:16
22298,1,20332,0,14/01/2017 3:21
22300,1,20333,0,14/01/2017 3:37
22301,2,19962,0,14/01/2017 3:45
22304,1,20334,1,14/01/2017 3:46
22309,1,20336,0,14/01/2017 4:22
22314,2,19968,0,14/01/2017 5:00
22319,3,20282,1,14/01/2017 6:15
22322,3,20336,0,14/01/2017 6:45
22325,1,20340,0,14/01/2017 7:24
22328,2,20172,0,14/01/2017 7:30
22331,2,20173,0,14/01/2017 7:45
22335,1,20342,0,14/01/2017 7:59
22344,2,20177,0,14/01/2017 9:15
22346,2,19972,0,14/01/2017 9:30
22347,2,20178,0,14/01/2017 9:30
22348,1,20350,0,14/01/2017 9:33
22349,1,20351,0,14/01/2017 9:44
22350,4,20256,0,14/01/2017 9:45
22357,2,19974,0,14/01/2017 10:30
22364,2,19975,0,14/01/2017 12:30
22366,2,19977,0,14/01/2017 12:30
22368,4,19977,0,14/01/2017 12:30
22374,5,20332,0,14/01/2017 15:15
22375,2,19979,0,14/01/2017 15:30
22378,2,19981,0,14/01/2017 16:00
22380,2,19982,0,14/01/2017 16:15
22386,2,20187,0,14/01/2017 16:45
22390,2,19985,0,14/01/2017 18:00
22393,2,19987,0,14/01/2017 18:45
22396,2,19989,0,14/01/2017 19:00
22397,5,20315,0,14/01/2017 19:00
22400,2,20191,0,14/01/2017 19:45
22402,5,12338,1,14/01/2017 20:00
22404,2,20192,0,14/01/2017 20:15
22411,5,20340,0,14/01/2017 21:00
22412,1,20369,1,14/01/2017 21:02
22413,1,20370,0,14/01/2017 21:06
22415,1,20371,0,14/01/2017 21:27
22417,1,20372,0,14/01/2017 21:39
22421,2,20197,0,14/01/2017 21:45
22423,1,20373,0,14/01/2017 21:57
22427,2,19993,0,14/01/2017 22:30
22431,4,19993,0,14/01/2017 22:30
22438,5,20327,0,14/01/2017 23:00
22440,2,20000,0,14/01/2017 23:15
22444,1,20378,0,14/01/2017 23:15
22448,2,20204,0,14/01/2017 23:45
22453,5,20282,1,15/01/2017 0:00
22454,2,20003,0,15/01/2017 0:15
22457,2,20209,0,15/01/2017 0:30
22460,1,20381,0,15/01/2017 0:30
22464,2,20213,0,15/01/2017 0:45
22466,2,20006,0,15/01/2017 1:15
22469,2,20216,0,15/01/2017 1:30
22470,2,20007,0,15/01/2017 1:45
22472,2,20217,0,15/01/2017 1:45
22478,2,20010,0,15/01/2017 2:15
22480,1,20384,1,15/01/2017 2:22
22485,1,20386,0,15/01/2017 2:32
22492,2,20014,0,15/01/2017 3:00
22495,2,20016,0,15/01/2017 3:15
22499,1,20389,0,15/01/2017 3:24
22502,2,20019,0,15/01/2017 3:45
22509,2,20021,0,15/01/2017 4:15
22510,2,20234,0,15/01/2017 4:15
22517,1,20391,0,15/01/2017 4:44
22518,2,20239,0,15/01/2017 4:45
22527,3,20282,1,15/01/2017 5:15
22530,2,20022,0,15/01/2017 5:30
22532,3,20336,0,15/01/2017 5:45
22536,1,20396,0,15/01/2017 6:24
22538,1,20397,1,15/01/2017 6:59
22540,1,20398,0,15/01/2017 7:22
22542,2,20249,0,15/01/2017 7:30
22545,2,20250,0,15/01/2017 7:45
22546,1,20400,1,15/01/2017 7:48
22548,1,20402,0,15/01/2017 8:10
22549,2,20251,0,15/01/2017 8:15
22552,2,20252,0,15/01/2017 8:30
22553,2,20026,0,15/01/2017 8:45
22559,2,20255,0,15/01/2017 9:30
22560,5,20402,0,15/01/2017 9:30
22562,2,20256,0,15/01/2017 9:45
22567,1,20409,1,15/01/2017 10:43
22587,1,20417,0,15/01/2017 16:15
22591,1,20419,0,15/01/2017 17:31
22606,1,20423,0,15/01/2017 21:05
22613,2,20273,1,15/01/2017 21:45
22615,1,20427,0,15/01/2017 22:10
22617,1,20429,0,15/01/2017 22:14
22621,2,20275,0,15/01/2017 22:15
22622,1,20430,0,15/01/2017 22:24
22623,2,20041,0,15/01/2017 22:30
22627,2,20043,0,15/01/2017 22:45
22632,2,20046,0,15/01/2017 23:15
22633,5,20386,0,15/01/2017 23:15
22634,1,20432,0,15/01/2017 23:18
22637,2,20047,0,15/01/2017 23:45
22638,2,20280,0,15/01/2017 23:45
22639,5,20417,0,15/01/2017 23:45
22640,1,20434,0,15/01/2017 23:48
22643,5,20386,0,16/01/2017 0:15
22647,1,20436,0,16/01/2017 1:01
22651,2,20283,0,16/01/2017 1:30
22653,1,20438,0,16/01/2017 1:52
22654,1,20439,0,16/01/2017 1:54
22656,3,20409,0,16/01/2017 2:00
22657,5,20409,0,16/01/2017 2:00
22658,1,20441,0,16/01/2017 2:03
22659,1,20442,0,16/01/2017 2:12
22661,2,20054,0,16/01/2017 2:15
22672,1,20447,0,16/01/2017 2:48
22677,2,20061,0,16/01/2017 3:30
22682,1,20451,0,16/01/2017 3:52
22687,1,20453,0,16/01/2017 4:16
22691,2,20289,0,16/01/2017 4:45
22693,1,20456,1,16/01/2017 4:57
22697,2,20292,0,16/01/2017 5:45
22699,1,20457,0,16/01/2017 5:45
22707,1,20461,0,16/01/2017 6:42
22708,2,20070,0,16/01/2017 6:45
22711,2,20071,0,16/01/2017 7:15
22712,2,20295,0,16/01/2017 7:30
22721,2,20075,0,16/01/2017 8:00
22722,1,20466,0,16/01/2017 8:24
22723,2,20076,0,16/01/2017 8:30
22724,5,20456,0,16/01/2017 8:30
22726,2,20298,0,16/01/2017 9:15
22727,1,20468,1,16/01/2017 9:38
22728,2,20299,0,16/01/2017 9:45
22732,2,20077,0,16/01/2017 10:45
22739,1,20473,0,16/01/2017 12:01
22740,2,20078,0,16/01/2017 12:30
22741,2,20302,0,16/01/2017 12:45
22742,2,20079,0,16/01/2017 13:00
22744,1,20474,1,16/01/2017 13:20
22746,1,20476,0,16/01/2017 13:43
22748,1,20478,0,16/01/2017 14:05
22749,1,20479,0,16/01/2017 14:22
22750,2,20303,0,16/01/2017 14:30
22753,1,20481,0,16/01/2017 16:40
22760,1,20483,0,16/01/2017 17:30
22762,1,20484,0,16/01/2017 18:15
22765,1,20485,1,16/01/2017 18:42
22766,2,20305,0,16/01/2017 18:45
22768,1,20487,0,16/01/2017 18:53
22771,2,20085,0,16/01/2017 19:30
22773,5,20384,1,16/01/2017 19:30
22775,2,20086,0,16/01/2017 19:45
22776,5,20273,1,16/01/2017 19:45
22777,2,20307,0,16/01/2017 20:15
22781,2,20088,0,16/01/2017 20:30
22782,2,20089,0,16/01/2017 20:30
22783,2,20090,0,16/01/2017 20:45
22785,2,20091,0,16/01/2017 21:00
22788,5,20487,0,16/01/2017 21:00
22789,1,20491,0,16/01/2017 21:04
22790,1,20492,1,16/01/2017 21:13
22795,1,20495,0,16/01/2017 21:19
22797,5,20485,0,16/01/2017 21:30
22802,1,20499,0,16/01/2017 22:01
22803,2,20094,0,16/01/2017 22:15
22807,2,20314,0,16/01/2017 22:30
22809,2,20315,0,16/01/2017 22:45
22810,5,20273,0,16/01/2017 22:45
22819,1,20505,0,16/01/2017 23:40
22823,2,20319,0,17/01/2017 0:00
22826,2,20101,0,17/01/2017 0:30
22833,3,20409,0,17/01/2017 1:00
22838,1,20510,0,17/01/2017 1:25
22850,5,20447,0,17/01/2017 2:15
22854,2,20108,0,17/01/2017 2:30
22855,2,20327,0,17/01/2017 2:30
22858,5,20438,0,17/01/2017 2:30
22860,5,20510,0,17/01/2017 2:45
22866,1,20521,0,17/01/2017 3:15
22870,1,20523,0,17/01/2017 3:16
22871,2,20331,0,17/01/2017 3:30
22872,2,20332,0,17/01/2017 3:30
22874,1,20524,0,17/01/2017 3:43
22875,2,20333,0,17/01/2017 3:45
22876,2,20110,0,17/01/2017 4:00
22878,2,20334,0,17/01/2017 4:00
22882,1,20527,0,17/01/2017 4:15
22884,2,20336,0,17/01/2017 4:30
22892,2,20113,0,17/01/2017 5:00
22902,2,20119,0,17/01/2017 7:00
22905,1,20538,0,17/01/2017 7:12
22906,2,20121,0,17/01/2017 7:30
22907,2,20122,0,17/01/2017 7:30
22908,2,20340,0,17/01/2017 7:30
22909,2,20123,0,17/01/2017 7:45
22911,1,20539,0,17/01/2017 7:49
22913,2,20342,0,17/01/2017 8:00
22916,2,20126,0,17/01/2017 8:15
22917,4,20126,0,17/01/2017 8:15
22933,2,20128,0,17/01/2017 9:45
22934,2,20350,0,17/01/2017 9:45
