access_level,age,buy_now_clicked,buy_now_clicked_date,chosen_package,degree,gender,last_login,oauth_provider,registration_date,status,user_id,user_type
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 3:54,1,19835,0
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 4:01,1,19836,0
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 5:26,1,19840,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,4/01/2017 5:44,1,19844,1
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 6:20,1,19845,0
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 8:03,1,19852,0
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 8:49,1,19856,0
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 10:00,1,19860,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,4/01/2017 10:04,1,19861,1
0,,0,0000-00-00 00:00:00,,,Female,,facebook,4/01/2017 11:42,1,19866,1
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 12:29,1,19869,0
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 13:04,1,19872,0
0,,0,0000-00-00 00:00:00,,,,,,4/01/2017 13:45,1,19875,0
0,,1,16/02/2017 21:29,bronze,,,,,4/01/2017 14:49,1,19878,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,4/01/2017 23:24,1,19886,1
0,,0,0000-00-00 00:00:00,,,,,,5/01/2017 2:27,1,19889,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,5/01/2017 2:52,1,19892,1
0,,0,0000-00-00 00:00:00,,,,1483669099,,5/01/2017 3:44,1,19896,0
0,,0,0000-00-00 00:00:00,,,,,,5/01/2017 7:48,1,19912,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,5/01/2017 9:23,1,19917,1
0,,0,0000-00-00 00:00:00,,,,,,5/01/2017 12:56,1,19925,0
0,,0,0000-00-00 00:00:00,,,,,,5/01/2017 14:06,1,19931,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,5/01/2017 19:20,1,19937,1
0,,0,0000-00-00 00:00:00,,,,,,5/01/2017 20:27,1,19939,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 2:25,1,19948,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 3:48,1,19952,0
0,,1,7/01/2017 4:06,silver,,,,,6/01/2017 5:58,1,19956,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 8:35,1,19962,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 9:57,1,19968,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 14:17,1,19972,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 15:15,1,19974,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 17:16,1,19975,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 17:28,1,19977,0
0,,0,0000-00-00 00:00:00,,,Male,,,6/01/2017 20:15,1,19979,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,6/01/2017 20:48,1,19981,1
0,,0,0000-00-00 00:00:00,,,Female,,facebook,6/01/2017 21:11,1,19982,1
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 22:57,1,19985,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 23:32,1,19987,0
0,,0,0000-00-00 00:00:00,,,,,,6/01/2017 23:59,1,19989,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,7/01/2017 3:21,1,19993,1
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 4:03,1,20000,0
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 5:02,1,20003,0
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 6:13,1,20006,0
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 6:33,1,20007,0
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 7:08,1,20010,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,7/01/2017 7:59,1,20014,1
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 8:13,1,20016,0
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 8:37,1,20019,0
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 9:09,1,20021,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,7/01/2017 10:26,1,20022,1
0,,0,0000-00-00 00:00:00,,,,,,7/01/2017 13:39,1,20026,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,8/01/2017 3:22,1,20041,1
0,,0,0000-00-00 00:00:00,,,Male,1483948220,,8/01/2017 3:30,1,20043,0
0,,0,0000-00-00 00:00:00,,,,,,8/01/2017 4:08,1,20046,0
0,,0,0000-00-00 00:00:00,,,,,,8/01/2017 4:30,1,20047,0
0,,0,0000-00-00 00:00:00,,,,1554138857,,8/01/2017 7:07,1,20054,0
0,,0,0000-00-00 00:00:00,,,,,,8/01/2017 8:20,1,20061,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,8/01/2017 11:36,1,20070,1
0,,0,0000-00-00 00:00:00,,,Male,,facebook,8/01/2017 12:13,1,20071,1
0,,0,0000-00-00 00:00:00,,,Male,,facebook,8/01/2017 12:56,1,20075,1
0,,0,0000-00-00 00:00:00,,,,,,8/01/2017 13:16,1,20076,0
0,,0,0000-00-00 00:00:00,,,,,,8/01/2017 15:39,1,20077,0
0,,0,0000-00-00 00:00:00,,,,,,8/01/2017 17:25,1,20078,0
0,,0,0000-00-00 00:00:00,,,,1483939949,,8/01/2017 17:50,1,20079,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,9/01/2017 0:24,1,20085,1
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 0:36,1,20086,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 1:20,1,20088,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 1:20,1,20089,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 1:44,1,20090,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 1:56,1,20091,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,9/01/2017 3:12,1,20094,1
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 5:19,1,20101,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 7:21,1,20108,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 8:56,1,20110,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 9:45,1,20113,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 11:51,1,20119,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 12:15,1,20121,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,9/01/2017 12:28,1,20122,1
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 12:35,1,20123,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,9/01/2017 13:08,1,20126,1
0,,0,0000-00-00 00:00:00,,,Male,,facebook,9/01/2017 14:31,1,20128,1
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 17:50,1,20130,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 20:47,1,20133,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 21:46,1,20136,0
0,,0,0000-00-00 00:00:00,,,,,,9/01/2017 21:54,1,20138,0
0,,0,0000-00-00 00:00:00,,,,1547734544,,10/01/2017 4:42,1,20150,0
0,,0,0000-00-00 00:00:00,,,,,,10/01/2017 6:03,1,20155,0
0,,0,0000-00-00 00:00:00,,,,,,10/01/2017 8:13,1,20162,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,10/01/2017 12:29,1,20172,1
0,,0,0000-00-00 00:00:00,,,,,,10/01/2017 12:32,1,20173,0
0,,0,0000-00-00 00:00:00,,,,,,10/01/2017 14:02,1,20177,0
0,,0,0000-00-00 00:00:00,,,,,,10/01/2017 14:23,1,20178,0
0,,0,0000-00-00 00:00:00,,,,,,10/01/2017 21:41,1,20187,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 0:38,1,20191,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 1:13,1,20192,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 2:40,1,20197,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 4:40,1,20204,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 5:22,1,20209,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 5:39,1,20213,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 6:24,1,20216,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 6:32,1,20217,0
0,,1,12/01/2017 3:32,gold,,,1491144179,,11/01/2017 8:31,1,20230,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 9:04,1,20234,0
0,,1,12/01/2017 5:51,silver,,,,,11/01/2017 9:31,1,20239,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 12:16,1,20249,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 12:40,1,20250,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 13:02,1,20251,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,11/01/2017 13:25,1,20252,1
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 14:15,1,20255,0
0,,0,0000-00-00 00:00:00,,,,,,11/01/2017 14:30,1,20256,0
0,,0,0000-00-00 00:00:00,,,,1484315084,,12/01/2017 2:43,1,20273,0
0,,0,0000-00-00 00:00:00,,,,,,12/01/2017 3:04,1,20275,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,12/01/2017 4:30,1,20280,1
0,,1,15/01/2017 23:30,silver,,,1484483469,,12/01/2017 6:22,1,20282,0
0,,0,0000-00-00 00:00:00,,,,,,12/01/2017 6:25,1,20283,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,12/01/2017 9:44,1,20289,1
0,,0,0000-00-00 00:00:00,,,,,,12/01/2017 10:38,1,20292,0
0,,0,0000-00-00 00:00:00,,,,,,12/01/2017 12:15,1,20295,0
0,,0,0000-00-00 00:00:00,,,,,,12/01/2017 14:11,1,20298,0
0,,0,0000-00-00 00:00:00,,,,,,12/01/2017 14:35,1,20299,0
0,,0,0000-00-00 00:00:00,,,,1488424920,,12/01/2017 17:32,1,20302,0
0,,0,0000-00-00 00:00:00,,,,,,12/01/2017 19:19,1,20303,0
0,,0,0000-00-00 00:00:00,,,,,,12/01/2017 23:39,1,20305,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,13/01/2017 1:03,1,20307,1
0,,0,0000-00-00 00:00:00,,,,,,13/01/2017 3:17,1,20314,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,13/01/2017 3:39,1,20315,1
0,,0,0000-00-00 00:00:00,,,,,,13/01/2017 4:45,1,20319,0
0,,0,0000-00-00 00:00:00,,,,,,13/01/2017 7:17,1,20327,0
0,,0,0000-00-00 00:00:00,,,,,,13/01/2017 8:16,1,20331,0
0,,0,0000-00-00 00:00:00,,,,,,13/01/2017 8:21,1,20332,0
0,,0,0000-00-00 00:00:00,,,,,,13/01/2017 8:37,1,20333,0
0,,0,0000-00-00 00:00:00,,,,,,13/01/2017 8:46,1,20334,0
0,,1,14/01/2017 5:39,bronze,,Male,1487698084,,13/01/2017 9:22,1,20336,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,13/01/2017 12:24,1,20340,1
0,,0,0000-00-00 00:00:00,,,Male,,facebook,13/01/2017 12:59,1,20342,1
0,,0,0000-00-00 00:00:00,,,,,,13/01/2017 14:33,1,20350,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,13/01/2017 14:44,1,20351,1
0,,0,0000-00-00 00:00:00,,,Male,,facebook,14/01/2017 2:02,1,20369,1
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 2:06,1,20370,0
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 2:27,1,20371,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,14/01/2017 2:39,1,20372,1
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 2:57,1,20373,0
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 4:15,1,20378,0
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 5:30,1,20381,0
0,36,0,0000-00-00 00:00:00,,,Male,,facebook,14/01/2017 7:22,1,20384,1
0,,0,0000-00-00 00:00:00,,,Female,,facebook,14/01/2017 7:32,1,20386,1
0,,0,0000-00-00 00:00:00,,,Female,,facebook,14/01/2017 8:24,1,20389,1
0,,0,0000-00-00 00:00:00,,,Female,,facebook,14/01/2017 9:44,1,20391,1
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 11:24,1,20396,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,14/01/2017 11:59,1,20397,1
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 12:22,1,20398,0
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 12:48,1,20400,0
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 13:10,1,20402,0
0,,1,16/01/2017 0:53,bronze,,Female,,facebook,14/01/2017 15:43,1,20409,1
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 21:15,1,20417,0
0,,0,0000-00-00 00:00:00,,,,,,14/01/2017 22:31,1,20419,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,15/01/2017 2:05,1,20423,1
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 3:10,1,20427,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 3:14,1,20429,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 3:24,1,20430,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 4:18,1,20432,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,15/01/2017 4:48,1,20434,1
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 6:01,1,20436,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,15/01/2017 6:52,1,20438,1
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 6:54,1,20439,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,15/01/2017 7:03,1,20441,1
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 7:12,1,20442,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 7:48,1,20447,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 8:52,1,20451,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 9:16,1,20453,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 9:57,1,20456,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 10:45,1,20457,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 11:42,1,20461,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 13:24,1,20466,0
0,,0,0000-00-00 00:00:00,,,Male,,,15/01/2017 14:38,1,20468,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,15/01/2017 17:01,1,20473,1
0,,0,0000-00-00 00:00:00,,,Male,,facebook,15/01/2017 18:20,1,20474,1
0,,0,0000-00-00 00:00:00,,,,1484543092,,15/01/2017 18:43,1,20476,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 19:05,1,20478,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,15/01/2017 19:22,1,20479,1
0,,0,0000-00-00 00:00:00,,,Female,,facebook,15/01/2017 21:40,1,20481,1
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 22:30,1,20483,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 23:15,1,20484,0
0,,0,0000-00-00 00:00:00,,,,,,15/01/2017 23:42,1,20485,0
0,,0,0000-00-00 00:00:00,,,,,facebook,15/01/2017 23:53,1,20487,1
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 2:04,1,20491,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 2:13,1,20492,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 2:19,1,20495,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 3:01,1,20499,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 4:40,1,20505,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 6:25,1,20510,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 8:15,1,20521,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 8:16,1,20523,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,16/01/2017 8:43,1,20524,1
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 9:15,1,20527,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 12:12,1,20538,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 12:49,1,20539,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 14:48,1,20546,0
0,,0,0000-00-00 00:00:00,,,,,,16/01/2017 18:23,1,20547,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,16/01/2017 20:11,1,20552,1
0,,0,0000-00-00 00:00:00,,,Female,,,16/01/2017 23:40,1,20555,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,17/01/2017 0:45,1,20557,1
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 2:05,1,20561,0
0,,0,0000-00-00 00:00:00,,,,1484736664,,17/01/2017 2:45,1,20562,0
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 3:15,1,20565,0
0,24,0,0000-00-00 00:00:00,,B.e/b.tech,Male,,,17/01/2017 5:52,1,20573,0
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 6:09,1,20576,0
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 9:13,1,20581,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,17/01/2017 9:33,1,20583,1
0,,0,0000-00-00 00:00:00,,,,1484708122,,17/01/2017 9:47,1,20585,0
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 12:00,1,20593,0
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 13:27,1,20600,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,17/01/2017 14:00,1,20602,1
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 14:43,1,20605,0
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 15:00,1,20606,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,17/01/2017 15:44,1,20610,1
0,,0,0000-00-00 00:00:00,,,Male,,facebook,17/01/2017 18:34,1,20614,1
0,,0,0000-00-00 00:00:00,,,,,facebook,17/01/2017 18:51,1,20615,1
0,,0,0000-00-00 00:00:00,,,,,,17/01/2017 22:05,1,20620,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,17/01/2017 22:27,1,20621,1
0,,0,0000-00-00 00:00:00,,,Female,,facebook,17/01/2017 22:48,1,20622,1
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 0:38,1,20630,0
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 1:15,1,20634,0
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 1:57,1,20636,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,18/01/2017 2:33,1,20637,1
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 4:30,1,20643,0
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 5:27,1,20645,0
0,,0,0000-00-00 00:00:00,,Bsc,Male,1484753036,,18/01/2017 5:41,1,20648,0
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 7:54,1,20655,0
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 7:57,1,20656,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,18/01/2017 13:12,1,20670,1
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 17:53,1,20682,0
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 20:38,1,20686,0
0,,0,0000-00-00 00:00:00,,,,,,18/01/2017 21:57,1,20689,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,19/01/2017 1:18,1,20698,1
0,,0,0000-00-00 00:00:00,,,,,,19/01/2017 4:09,1,20708,0
0,,0,0000-00-00 00:00:00,,,,,,19/01/2017 4:51,1,20710,0
0,,0,0000-00-00 00:00:00,,,,,,19/01/2017 5:15,1,20712,0
0,,0,0000-00-00 00:00:00,,,,,,19/01/2017 6:38,1,20714,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,19/01/2017 8:43,1,20723,1
0,,0,0000-00-00 00:00:00,,,,,,19/01/2017 12:37,1,20742,0
0,,0,0000-00-00 00:00:00,,,,,,19/01/2017 14:41,1,20747,0
0,,0,0000-00-00 00:00:00,,,,,,19/01/2017 14:44,1,20748,0
0,,0,0000-00-00 00:00:00,,,,,,19/01/2017 17:38,1,20756,0
0,,0,0000-00-00 00:00:00,,,,1484954548,,19/01/2017 19:32,1,20760,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,20/01/2017 0:36,1,20766,1
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 3:02,1,20774,0
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 3:24,1,20776,0
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 4:13,1,20777,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,20/01/2017 4:22,1,20781,1
0,,0,0000-00-00 00:00:00,,,Male,1484917069,,20/01/2017 4:50,1,20784,0
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 7:07,1,20790,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,20/01/2017 10:12,1,20796,1
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 10:28,1,20797,0
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 10:55,1,20799,0
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 11:06,1,20800,0
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 11:14,1,20801,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,20/01/2017 12:38,1,20803,1
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 12:56,1,20806,0
0,,0,0000-00-00 00:00:00,,,,1485391695,,20/01/2017 14:37,1,20811,0
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 15:13,1,20812,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,20/01/2017 15:26,1,20813,1
0,,0,0000-00-00 00:00:00,,,,,,20/01/2017 16:35,1,20816,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,20/01/2017 18:22,1,20819,1
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 0:07,1,20835,0
0,40,0,0000-00-00 00:00:00,,BSc,Male,1485137747,,21/01/2017 1:18,1,20838,0
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 2:08,1,20844,0
0,,1,22/01/2017 0:10,bronze,,Male,1485004322,facebook,21/01/2017 3:04,1,20847,1
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 3:21,1,20851,0
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 4:13,1,20855,0
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 7:03,1,20859,0
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 7:34,1,20860,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,21/01/2017 9:05,1,20862,1
0,,0,0000-00-00 00:00:00,,,Female,,facebook,21/01/2017 10:22,1,20868,1
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 11:24,1,20871,0
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 11:46,1,20872,0
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 18:35,1,20878,0
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 19:34,1,20881,0
0,,0,0000-00-00 00:00:00,,,,,,21/01/2017 21:17,1,20886,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,21/01/2017 23:45,1,20895,1
0,,0,0000-00-00 00:00:00,,,,,,22/01/2017 1:15,1,20898,0
0,,0,0000-00-00 00:00:00,,,,,,22/01/2017 3:12,1,20901,0
0,,0,0000-00-00 00:00:00,,,,,,22/01/2017 7:43,1,20912,0
0,,1,23/01/2017 6:19,bronze,,,,,22/01/2017 8:16,1,20915,0
0,,0,0000-00-00 00:00:00,,,Female,,facebook,22/01/2017 9:14,1,20920,1
0,,0,0000-00-00 00:00:00,,,,,,22/01/2017 10:12,1,20924,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,22/01/2017 11:47,1,20927,1
0,,0,0000-00-00 00:00:00,,,,,,22/01/2017 13:18,1,20929,0
0,,0,0000-00-00 00:00:00,,,,,,22/01/2017 14:17,1,20933,0
0,,0,0000-00-00 00:00:00,,,,,,22/01/2017 16:43,1,20940,0
0,,0,0000-00-00 00:00:00,,,,,,22/01/2017 19:22,1,20941,0
0,,0,0000-00-00 00:00:00,,,,1485185077,,23/01/2017 2:24,1,20948,0
0,,0,0000-00-00 00:00:00,,,,,,23/01/2017 3:14,1,20950,0
0,,0,0000-00-00 00:00:00,,,,,,23/01/2017 6:06,1,20961,0
0,,0,0000-00-00 00:00:00,,,,,,23/01/2017 6:15,1,20963,0
0,,0,0000-00-00 00:00:00,,,,1485195091,,23/01/2017 7:27,1,20964,0
0,21,1,24/01/2017 20:13,silver,Finance,Male,1486690546,,23/01/2017 7:43,1,20968,0
0,,0,0000-00-00 00:00:00,,,Male,,facebook,23/01/2017 11:09,1,20973,1
0,,0,0000-00-00 00:00:00,,,,,,23/01/2017 12:08,1,20975,0
